ablation,environment_seed,event_recall,missed_event_rate,total_energy_consumption,harvested_energy,final_battery,mean_aoi,p95_aoi,max_aoi,redundant_sampling,network_coverage,network_utility,raw_episode_reward,sample_action_fraction
no_aoi,1016,0.4946996466431095,0.5053003533568905,14.879173333333414,27.74034214332949,0.02341658257955416,8.403356481481481,37.333333333333336,61.666666666666664,66.66666666666667,0.9121334876543209,0.4515933778301269,83.78077777777771,0.3179976851851852
no_aoi,1017,0.44329896907216493,0.556701030927835,13.812506666666783,27.709681216547505,0.01932439340815728,9.928819444444445,40.333333333333336,59.666666666666664,75.66666666666667,0.8703703703703703,0.38636029177803227,33.605333333333355,0.29542824074074076
no_aoi,1018,0.5758928571428571,0.42410714285714285,15.429173333333443,27.811885286899123,0.0681949570929162,8.261863425925926,37.0,58.0,75.0,0.9624807098765431,0.5544213996362434,122.49544444444439,0.3246527777777778
no_aoi,1019,0.4456140350877193,0.5543859649122808,13.012506666666704,28.39281734152696,0.04310473476890664,8.616319444444445,37.0,61.0,57.333333333333336,0.9266975308641974,0.4132959714100064,9.983222222222219,0.2679398148148148
no_aoi,1020,0.4496732026143791,0.5503267973856208,13.679173333333386,27.540248359265487,0.028934311283996535,8.827546296296296,36.666666666666664,52.666666666666664,63.666666666666664,0.9251543209876543,0.41620899903171144,25.371777777777808,0.28761574074074076
no_aoi,1021,0.4728340675477239,0.527165932452276,13.8125066666667,27.66833377655367,0.01842472617013975,9.016203703703704,39.15000000000001,59.333333333333336,63.666666666666664,0.9251543209876543,0.4382401628868222,37.346777777777795,0.2884837962962963
no_aoi,1022,0.45571658615136873,0.5442834138486313,13.762506666666717,27.780487312650067,0.05038244772832511,9.807581018518519,41.63333333333336,66.33333333333333,50.666666666666664,0.9070216049382717,0.4145643227768831,26.000555555555554,0.265625
no_aoi,1023,0.4810996563573882,0.5189003436426117,13.529173333333366,28.173412349677125,0.028778221595429754,10.565393518518519,42.48333333333335,61.0,49.0,0.9171489197530863,0.4433397368588519,40.86722222222219,0.2650462962962963
no_aoi,1024,0.6267806267806267,0.3732193732193732,13.229173333333415,27.734086011533236,0.1579506514080991,7.7045717592592595,30.333333333333332,50.333333333333336,52.666666666666664,0.9769483024691358,0.6123311702015405,65.43377777777772,0.2604166666666667
no_aoi,1025,0.39902676399026765,0.6009732360097324,13.895840000000069,27.631273780374894,0.021121234740312023,7.660590277777778,31.633333333333365,49.0,64.0,0.8920717592592592,0.3567926579255654,-20.325333333333305,0.28848379629629634
