policy,environment_seed,raw_episode_reward,event_recall,total_energy_consumption,mean_aoi,redundant_sampling,network_coverage,samples_delivered,samples_requested,channel_blocks,sample_action_fraction
Entropy Threshold,255,117.18033333333322,0.6011560693641619,10.395839999999955,5.907986111111111,41.0,0.984664351851852,204.0,236.0,32.0,0.2048611111111111
Entropy Threshold,256,202.47500000000005,0.6447368421052632,11.645840000000028,5.594618055555555,57.0,0.9826388888888888,229.0,281.0,52.0,0.2439236111111111
Entropy Threshold,257,181.64600000000013,0.6160337552742616,12.09584,4.854166666666667,59.0,0.9774305555555556,238.0,283.0,45.0,0.2456597222222222
Entropy Threshold,258,128.64099999999993,0.5341365461847389,10.495839999999989,6.184027777777778,40.0,0.9227430555555556,206.0,240.0,34.0,0.20833333333333334
Entropy Threshold,259,156.26166666666674,0.5653846153846154,11.64584000000003,5.088541666666667,55.0,0.9458912037037036,229.0,263.0,34.0,0.2282986111111111
Entropy Threshold,260,230.8026666666667,0.615916955017301,12.795840000000014,5.311631944444445,65.0,0.9641203703703705,252.0,308.0,56.0,0.2673611111111111
Entropy Threshold,261,252.28300000000002,0.7169811320754716,11.595840000000171,5.326388888888889,49.0,0.9826388888888888,228.0,261.0,33.0,0.2265625
Entropy Threshold,262,118.48899999999995,0.6071428571428571,9.795839999999961,6.282118055555555,42.0,0.9635416666666666,192.0,218.0,26.0,0.1892361111111111
Entropy Threshold,263,256.322,0.6283783783783784,13.39584000000012,4.905381944444445,65.0,0.9505208333333334,264.0,313.0,49.0,0.2717013888888889
Entropy Threshold,264,136.35466666666667,0.6201117318435754,10.595840000000068,6.390625,44.0,0.9814814814814815,208.0,230.0,22.0,0.1996527777777778
Entropy Threshold,265,115.73533333333334,0.6143790849673203,9.145839999999891,6.916666666666667,31.0,0.988136574074074,179.0,209.0,30.0,0.1814236111111111
Entropy Threshold,266,172.26766666666668,0.6157407407407407,10.395840000000005,7.341145833333333,43.0,0.9589120370370369,204.0,236.0,32.0,0.2048611111111111
Entropy Threshold,267,93.26233333333336,0.5305164319248826,10.395839999999907,6.227430555555555,46.0,0.9265046296296298,204.0,234.0,30.0,0.203125
Entropy Threshold,268,120.5453333333333,0.5100671140939598,11.495840000000008,6.936631944444445,54.0,0.9126157407407407,226.0,273.0,47.0,0.23697916666666666
Entropy Threshold,269,135.5390000000001,0.627906976744186,10.445840000000032,4.921006944444445,44.0,0.9791666666666666,205.0,248.0,43.0,0.2152777777777778
Entropy Threshold,270,68.25166666666662,0.5333333333333333,8.495839999999859,7.329861111111111,33.0,0.9467592592592593,166.0,185.0,19.0,0.1605902777777778
Extended QMIX,251,217.01800000000003,0.6681818181818183,12.479173333333415,4.799768518518518,57.333333333333336,0.9641203703703706,245.66666666666666,289.6666666666667,44.0,0.25144675925925924
Extended QMIX,252,144.52200000000008,0.6710526315789473,11.145840000000048,5.100405092592593,40.666666666666664,0.9826388888888888,219.0,253.0,34.0,0.21961805555555555
Extended QMIX,253,116.92133333333324,0.7027027027027026,10.029173333333304,5.094907407407407,34.333333333333336,0.9959490740740741,196.66666666666666,214.0,17.333333333333332,0.18576388888888892
Extended QMIX,254,116.89233333333328,0.5641025641025641,12.19584000000008,4.485532407407407,55.333333333333336,0.9513888888888888,240.0,291.3333333333333,51.333333333333336,0.25289351851851855
Extended QMIX,255,104.92566666666659,0.5915221579961464,11.262506666666669,5.854456018518519,47.666666666666664,0.9814814814814815,221.33333333333334,258.3333333333333,37.0,0.2242476851851852
Extended QMIX,256,210.02733333333344,0.6578947368421053,12.74584000000003,5.435185185185186,62.333333333333336,0.9913194444444443,251.0,310.6666666666667,59.666666666666664,0.26967592592592593
Extended QMIX,257,174.17788888888904,0.610407876230661,12.762506666666688,4.943287037037037,60.666666666666664,0.976466049382716,251.33333333333334,299.0,47.666666666666664,0.2595486111111111
Extended QMIX,258,123.52711111111107,0.5327978580990629,11.39584000000005,5.51244212962963,45.0,0.9242862654320988,224.0,266.6666666666667,42.666666666666664,0.23148148148148148
Extended QMIX,259,138.62988888888887,0.5538461538461539,12.329173333333387,4.688368055555556,61.666666666666664,0.9382716049382714,242.66666666666666,283.6666666666667,41.0,0.24623842592592593
Extended QMIX,260,204.46544444444444,0.5951557093425605,13.379173333333378,5.275173611111112,66.0,0.9540895061728395,263.6666666666667,328.0,64.33333333333333,0.2847222222222222
Extended QMIX,261,239.75866666666673,0.7059748427672955,12.512506666666829,5.084780092592593,52.333333333333336,0.9809027777777778,246.33333333333334,285.6666666666667,39.333333333333336,0.24797453703703706
Extended QMIX,262,98.7781111111111,0.5793650793650794,11.029173333333318,5.017361111111112,43.333333333333336,0.9569830246913579,216.66666666666666,241.0,24.333333333333332,0.20920138888888887
Extended QMIX,263,245.81266666666662,0.6216216216216216,14.062506666666778,4.725405092592593,67.33333333333333,0.9484953703703703,277.3333333333333,332.6666666666667,55.333333333333336,0.28877314814814814
Extended QMIX,264,140.40599999999986,0.6368715083798883,11.595840000000083,5.8428819444444455,54.666666666666664,0.9849537037037037,228.0,257.3333333333333,29.333333333333332,0.22337962962962965
Extended QMIX,265,102.17933333333326,0.5991285403050108,10.162506666666575,5.4311342592592595,38.666666666666664,0.9846643518518517,199.33333333333334,231.66666666666666,32.333333333333336,0.20109953703703706
Extended QMIX,266,155.96233333333333,0.6018518518518519,11.379173333333341,6.656539351851852,50.333333333333336,0.9568865740740741,223.66666666666666,259.0,35.333333333333336,0.22482638888888887
Extended QMIX,267,71.13422222222222,0.5117370892018779,11.562506666666643,6.00318287037037,53.666666666666664,0.9194637345679014,227.33333333333334,259.3333333333333,32.0,0.22511574074074073
Extended QMIX,268,105.90633333333335,0.5011185682326622,12.329173333333344,6.71412037037037,60.333333333333336,0.9114583333333334,242.66666666666666,293.6666666666667,51.0,0.25491898148148145
Extended QMIX,269,132.69933333333333,0.6317829457364341,11.54584000000006,4.404513888888888,49.333333333333336,0.9774305555555557,227.0,274.0,47.0,0.2378472222222222
Extended QMIX,270,62.09600000000001,0.5266666666666666,9.412506666666559,6.27806712962963,35.666666666666664,0.9444444444444443,184.33333333333334,203.66666666666666,19.333333333333332,0.17679398148148148
Refined QMIX,251,215.6916666666667,0.6666666666666666,12.462506666666746,4.938368055555556,57.333333333333336,0.9641203703703706,245.33333333333334,289.6666666666667,44.333333333333336,0.25144675925925924
Refined QMIX,252,146.02300000000005,0.6732456140350878,11.07917333333337,5.186342592592593,40.666666666666664,0.9837962962962963,217.66666666666666,252.0,34.333333333333336,0.21875
Refined QMIX,253,120.57933333333325,0.7087087087087087,9.862506666666638,5.2436342592592595,32.666666666666664,0.9971064814814814,193.33333333333334,210.66666666666666,17.333333333333332,0.18287037037037038
Refined QMIX,254,115.91099999999994,0.5610859728506787,12.079173333333406,4.5274884259259265,53.666666666666664,0.9519675925925926,237.66666666666666,287.3333333333333,49.666666666666664,0.24942129629629628
Refined QMIX,255,108.70133333333324,0.5973025048169557,11.245840000000001,5.774016203703703,47.666666666666664,0.9817708333333334,221.0,257.3333333333333,36.333333333333336,0.22337962962962962
Refined QMIX,256,214.5670000000001,0.6622807017543859,12.62917333333336,5.601851851851852,60.666666666666664,0.9913194444444443,248.66666666666666,306.6666666666667,58.0,0.2662037037037037
Refined QMIX,257,178.03622222222236,0.6146272855133614,12.595840000000015,5.06712962962963,60.333333333333336,0.976466049382716,248.0,295.6666666666667,47.666666666666664,0.2566550925925926
Refined QMIX,258,121.79399999999998,0.5301204819277109,11.345840000000047,5.530381944444444,44.333333333333336,0.9250578703703703,223.0,266.0,43.0,0.2309027777777778
Refined QMIX,259,141.1855555555555,0.5576923076923076,12.31250666666672,4.7696759259259265,62.666666666666664,0.9368248456790123,242.33333333333334,283.0,40.666666666666664,0.24565972222222224
Refined QMIX,260,205.57866666666666,0.5963091118800461,13.329173333333374,5.2540509259259265,67.0,0.9548611111111112,262.6666666666667,326.0,63.333333333333336,0.2829861111111111
Refined QMIX,261,240.0876666666667,0.7059748427672955,12.412506666666829,5.090856481481481,52.0,0.9809027777777778,244.33333333333334,284.0,39.666666666666664,0.2465277777777778
Refined QMIX,262,99.46933333333332,0.5793650793650794,10.779173333333318,5.245659722222222,42.666666666666664,0.9577546296296294,211.66666666666666,237.0,25.333333333333332,0.20572916666666666
Refined QMIX,263,245.87466666666663,0.6216216216216216,13.99584000000011,4.700520833333333,67.33333333333333,0.9479166666666666,276.0,330.6666666666667,54.666666666666664,0.28703703703703703
Refined QMIX,264,138.3293333333332,0.633147113594041,11.395840000000078,5.9673032407407405,53.0,0.9820601851851852,224.0,253.33333333333334,29.333333333333332,0.2199074074074074
Refined QMIX,265,103.02633333333328,0.5991285403050108,9.945839999999905,5.8243634259259265,37.0,0.9846643518518517,195.0,227.0,32.0,0.19704861111111113
Refined QMIX,266,156.03333333333333,0.6018518518518519,11.27917333333334,6.6796875,51.0,0.9580439814814815,221.66666666666666,258.0,36.333333333333336,0.22395833333333334
Refined QMIX,267,75.42199999999998,0.5164319248826291,11.495839999999966,6.107349537037037,53.0,0.9210069444444446,226.0,258.0,32.0,0.22395833333333334
Refined QMIX,268,108.06355555555558,0.5022371364653244,12.279173333333341,6.567418981481481,59.333333333333336,0.9122299382716048,241.66666666666666,292.6666666666667,51.0,0.25405092592592593
Refined QMIX,269,136.33133333333333,0.6356589147286822,11.529173333333395,4.377314814814814,49.0,0.9809027777777778,226.66666666666666,273.0,46.333333333333336,0.23697916666666666
Refined QMIX,270,63.86166666666666,0.5288888888888889,9.212506666666542,6.221354166666667,35.333333333333336,0.9444444444444443,180.33333333333334,200.0,19.666666666666668,0.17361111111111108
