policy,training_seed,environment_seed,scenario,regime,raw_episode_reward,event_recall,missed_event_rate,total_energy_consumption,harvested_energy,final_battery,mean_aoi,p95_aoi,max_aoi,redundant_sampling,network_coverage,network_utility,samples_delivered,samples_requested,sample_rejections,channel_blocks,sleep_actions,sample_actions,sample_action_fraction
Extended QMIX,102.0,254,volatile,coordinated,117.49099999999994,0.5656108597285068,0.4343891402714932,12.295840000000084,27.82388285000191,0.2716653027708488,4.457465277777778,15.0,37.0,56.0,0.9513888888888888,0.5381158873805932,242,294,0,52,858,294,0.2552083333333333
Extended QMIX,102.0,255,volatile,coordinated,104.48499999999991,0.5895953757225434,0.4104046242774566,11.345840000000013,27.953304344804867,0.21003815166714576,5.788194444444445,22.0,45.0,46.0,0.9817708333333334,0.5788475433526012,223,261,0,38,891,261,0.2265625
Extended QMIX,102.0,256,volatile,coordinated,209.53000000000011,0.6578947368421053,0.3421052631578947,12.895840000000032,27.687588439428538,0.12764261106498787,5.286458333333333,19.0,46.0,63.0,0.9913194444444444,0.6521838450292398,254,314,0,60,838,314,0.2725694444444444
Extended QMIX,102.0,257,volatile,coordinated,171.3910000000001,0.6075949367088608,0.3924050632911392,12.745840000000019,27.963188607256747,0.015026201991701932,5.0,18.0,47.0,61.0,0.9756944444444444,0.5928270042194093,251,299,0,48,853,299,0.2595486111111111
Extended QMIX,102.0,258,volatile,coordinated,129.11999999999992,0.5381526104417671,0.4618473895582329,11.39584000000005,27.984731946618965,0.2893954336314069,5.594618055555555,22.0,41.0,44.0,0.9262152777777778,0.49844516956715756,224,267,0,43,885,267,0.23177083333333334
Extended QMIX,102.0,259,volatile,coordinated,138.19366666666667,0.5538461538461539,0.4461538461538461,12.39584000000006,27.893626635205926,0.17618954614626964,4.671875,16.0,38.0,62.0,0.9380787037037036,0.519551282051282,244,286,0,42,866,286,0.2482638888888889
Extended QMIX,102.0,260,volatile,coordinated,208.56533333333329,0.5986159169550173,0.40138408304498274,13.345840000000045,27.697254408874727,0.038569932081739006,5.236979166666667,21.0,50.0,66.0,0.9560185185185186,0.5722879020889402,263,328,0,65,824,328,0.2847222222222222
Extended QMIX,102.0,261,volatile,coordinated,241.08400000000006,0.7075471698113207,0.2924528301886793,12.545840000000165,27.742416587635926,0.4691057734872119,5.065104166666667,18.0,40.0,52.0,0.9809027777777778,0.6940349842767295,247,286,0,39,866,286,0.2482638888888889
Extended QMIX,102.0,262,volatile,coordinated,96.67266666666663,0.5773809523809523,0.42261904761904767,11.095839999999985,27.942672104914493,0.016475880741579605,4.983506944444445,17.0,32.0,44.0,0.9554398148148147,0.5516527502204585,218,243,0,25,909,243,0.2109375
Extended QMIX,102.0,263,volatile,coordinated,249.41899999999995,0.625,0.375,14.095840000000111,28.040497435208525,0.1460855548256326,4.604166666666667,18.0,38.0,67.0,0.9479166666666666,0.5924479166666666,278,333,0,55,819,333,0.2890625
